".id","reg_num","subj","crse","sect","title","units","instructor","days","time.start_time","time.end_time","place.building","place.room"
"course","10506","ENG","211","F01","Intro to Poetry and Poetics","1.0","Steinman","T-Th","01:10PM","02:30","VOLLUM","110"
"course","10507","ENG","211","F02","Intro to Poetry and Poetics","1.0","Steinman","T-Th","02:40PM","04:00","VOLLUM","116"
"course","20510","ENG","211","S","Intro to Poetry and Poetics","1.0","Stauder","T-Th","01:10PM","02:30","PSYCH","103"
"course","10758","ENG","242","F","Intro to Drama: The 1990s","1.0","Savery","M-W-F","10:00AM","10:50","LIB","41"
"course","20511","ENG","242","S01","Intro Drama:Conventn  and Inovatn","1.0","Porter","T-Th","10:30AM","11:50","ELIOT","416"
"course","20512","ENG","242","S02","Intro Drama:Conventn  and Inovatn","1.0","Porter","T-Th","02:40PM","04:00","ELIOT","416"
"course","10508","ENG","301","F","Jun Sem: Epic and Novel","1.0","Sherman","T-Th","10:30AM","11:50","ELIOT","126"
"course","20660","ANTH","434","S","Theories of Culture","1.0","Brightman","W","07:10PM","10:00","ELIOT",NA
"course","20513","ENG","302","S","Jun Sem:Irony, Allegory, Epic","1.0","Knapp","W","07:10PM","10:00","VOLLUM","126"
"course","20647","ENG","303","S","Amer. Studies Seminar: TheEnd","1.0","Arnold","M-W","03:10PM","04:30","PSYCH","103"
"course","20514","ENG","333","S01","Fict:Wolff,Forster,Bloomsbury","1.0","Gillcrist","T-Th","10:30AM","11:50","ELIOT","405"
"course","20515","ENG","333","S02","Fict: Novel  and  Theory Mimesis","1.0","King","T","07:10PM","10:00","VOLLUM","126"
"course","20516","ENG","338","S","Mod Fict:Representing Mothers","1.0","Sherman","T-Th","10:30AM","11:50","ELIOT","126"
"course","10509","ENG","341","F01","American Lit: Race in America","1.0","Baker","M","06:10PM","09:00","VOLLUM","126"
"course","10510","ENG","341","F02","Amer Lit: The James Brothers","1.0","Duquette","M-W","03:10PM","04:30","ELIOT","405"
"course","20677","ENG","341","S","American Lit: Speaking ofRace","1.0","Leveen","Th","07:10PM","10:00","VOLLUM","110"
"course","10511","ENG","356","F","20th Cent African-Amercan Lit","1.0","Savery","M-W-F","11:00AM","11:50","LIB","41"
"course","10512","ENG","363","F","Love in Shakespeare","1.0","Porter","T-Th","02:40PM","04:00","PHYSIC","121"
"course","10458","ART","161","F01","Introductory Drawing","0.5","Knutson","M-W","01:10PM","04:00","ART","DRAW"
"course","20517","ENG","363","S","Skepticism in Shakespeare","1.0","Knapp","M-W-F","02:10PM","03:00","VOLLUM","126"
"course","10752","ENG","366","F","Poetry: Pound and H.D.","1.0","Stauder","T-Th","01:10PM","02:30","VOLLUM","118"
"course","20518","ENG","384","S","Poetry  and  History:Contemp Amer","1.0","Steinman","T-Th","02:40PM","04:00","VOLLUM","116"
"course","10514","ENG","393","F","Literary Theory:EthicsReading","1.0","Knapp","M-W-F","02:10PM","03:00","LIB","41"
"course","10136","FREN","110","Y01","First Year French","1.0",NA,NA,NA,NA,NA,"Hochman         M-T-W-Th-F11:00     ELIOT   207"
"course","10137","FREN","110","Y02","First Year French","1.0",NA,NA,NA,NA,NA,"Hochman         M-T-W-Th-F12:00     ELIOT   207"
"course","10138","FREN","110","Y03","First Year French","1.0",NA,NA,NA,NA,NA,"Khan            M-T-W-Th-F12:00     ELIOT   216"
"course","10139","FREN","210","Y01","Second Year French","1.0","Delehanty","M-W-F","10:00AM","10:50","VOLLUM","126"
"course","10140","FREN","210","Y02","Second Year French","1.0","Berkvam","M-W-F","11:00AM","11:50","VOLLUM","302"
"course","10141","FREN","210","Y03","Second Year French","1.0","Berkvam","M-W-F","12:00PM","12:50","VOLLUM","302"
"course","10459","ART","161","F02","Introductory Drawing","0.5","Ondrizek","T-Th","09:00AM","11:50","ART","DRAW"
"course","10142","FREN","320","Y","Stylistics and Composition","1.0","Khan","M-W-F","11:00AM","11:50","VOLLUM","118"
"course","10495","FREN","332","F","Lit  and  Society (16th Century)","1.0","Berkvam","T-Th","01:10PM","02:30","VOLLUM","302"
"course","20493","FREN","334","S","Lit  and  Society (18th Century)","1.0","Berkvam","T-Th","01:10PM","02:30","VOLLUM","302"
"course","20494","FREN","341","S","Early Modern French Narrative","1.0","Khan","M-W","03:10PM","04:30","LIB","203"
"course","20495","FREN","351","S","17th Cent French Drama","1.0","Delehanty","T-Th","02:40PM","04:00","VOLLUM","118"
"course","20496","FREN","381","S","20th C French Poetry  and Poetics","1.0","Hochman","M-W-F","02:10PM","03:00","VOLLUM","302"
"course","10496","FREN","382","F","20th Century French Theatre","1.0","Khan","T-Th","02:40PM","04:00","VOLLUM","309"
"course","10497","FREN","451","F","Seminar:Uses of Literature","1.0","Hochman","M-W","03:10PM","04:30","VOLLUM","118"
"course","10143","GER","110","Y01","Frst Yr German:A Foundation","1.0",NA,NA,NA,NA,NA,"Irmscher        M-T-W-Th-F11:00     ELIOT   414"
"course","10397","GER","110","Y02","Frst Yr German:A Foundation","1.0",NA,NA,NA,NA,NA,"Irmscher        M-T-W-Th-F12:00     ELIOT   414"
"course","20465","ART","162","S","Figure Drawing","0.5","Ondrizek","T-Th","09:00AM","11:50","ART","DRAW"
"course","10145","GER","220","Y","Secnd Yr Ger:CultralPerspctvs","1.0","Gokberk","M-W-F","01:10PM","02:00","VOLLUM","110"
"course","10498","GER","311","F","Adv Conversation and Writing","1.0","Mieszkowski","T-Th","01:10PM","02:30","ELIOT","419"
"course","20499","GER","312","S","Advancd Conversation and Writing","1.0","Irmscher","T-Th","02:40PM","04:00","ELIOT","419"
"course","20497","GER","321","S","Modernism: Berlin","1.0","Gokberk","M-W","03:10PM","04:30","VOLLUM","116"
"course","20502","GER","335","S","Contemporary German Prose","1.0","Gokberk","Th","06:40PM","09:30","ELIOT","419"
"course","10501","GER","341","F","Modern German Theatre","1.0","Rudolf","M-W","03:10PM","04:30","ELIOT","419"
"course","10499","GER","391","F","German Thought Postmodrn Era","1.0","Irmscher","T-Th","02:40PM","04:00","ELIOT","414"
"course","20500","GER","392","S","German Theory II: Body Media","1.0","Mieszkowski","W","06:10PM","09:00","ELIOT","414"
"course","10146","GRK","110","Y","First Year Greek","1.0",NA,NA,NA,NA,NA,"Nicholson       M-T-W-Th-F11:00     VOLLUM  309"
"course","10147","GRK","210","Y","Second Year Greek","1.0","Wolfe","M-T-W-Th","01:10PM","02:00","VOLLUM","234"
"course","20466","ART","164","S","Printmaking","0.5","Knutson","M-W","01:10PM","04:00","ART","PRINT"
"course","10487","GRK","311","F","Advanced Greek","1.0","Tron","T-Th","04:10PM","05:30","VOLLUM","134"
"course","20485","GRK","312","S","Advanced Greek","1.0","Nicholson","T-Th","09:00AM","10:20","VOLLUM","134"
"course","20628","HIST","220","S","Late Imperial China","1.0","Fix","M-W-F","01:10PM","02:00","ELIOT","414"
"course","10643","HIST","221","F","Modern China","1.0","Fix","M-W-F","10:00AM","10:50","ELIOT","414"
"course","10644","HIST","275","F","Cultr  and  Society 19 CentAmerca","1.0","Dirks","M-W","03:10PM","04:30","VOLLUM","110"
"course","20629","HIST","276","S","Culture and Society 20 Cent Amer","1.0","Dirks","M-W","03:10PM","04:30","VOLLUM","110"
"course","10784","HIST","281","F","Introduction to Judaism","1.0","McCalla","M-W-F","11:00AM","11:50","ELIOT","314"
"course","10645","HIST","308","F01","Spcl Tops: Vietnam War","1.0","Segel","M-W-F","01:10PM","02:00","VOLLUM","120"
"course","10646","HIST","308","F02","Spcl Tops: Vietnam War","1.0","Segel","M-W-F","02:10PM","03:00","VOLLUM","120"
"course","10647","HIST","322","F","Subaltern Stds Historiography","1.0","Fix","M-W-F","01:10PM","02:00","ELIOT","414"
"course","10453","ART","201","F","Introduction to Art History","1.0","Diebold","T-Th","09:00AM","10:20","LIB","41"
"course","20630","HIST","325","S","The Family in China and Japan","1.0","Fix","T-Th","01:10PM","02:30","ELIOT","405"
"course","10648","HIST","335","F","Devel of Britain 1700-1830","1.0","Sacks","T-Th","10:30AM","11:50","VOLLUM","118"
"course","20631","HIST","343","S01","The Third Reich","1.0","Mueller","T-Th","10:30AM","11:50","WINCH","CPHT"
"course","20632","HIST","343","S02","The Third Reich","1.0","Mueller","T-Th","01:10PM","02:30","VOLLUM","120"
"course","20633","HIST","344","S01","The Russian Revolution","1.0","Smith","T-Th","10:30AM","11:50","PSYCH","103"
"course","20634","HIST","344","S02","The Russian Revolution","1.0","Smith","T-Th","02:40PM","04:00","PSYCH","103"
"course","10649","HIST","345","F","Weimar:State,Society  and Culture","1.0","Mueller","T-Th","01:10PM","02:30","ELIOT","405"
"course","10653","HIST","352","F","Old Regime France 1600-1750","1.0","Breen","M-W-F","02:10PM","03:00","LIB","203"
"course","20640","HIST","356","S","The French Enlightenment","1.0","Breen","M-W-F","02:10PM","03:00","LIB","203"
"course","20641","HIST","364","S","Civil War and Reconstruction","1.0","Iaccarino","M-W","03:10PM","04:30","VOLLUM","234"
"course","20461","ART","201","S01","Introduction to Art History","1.0","Diebold","M-W","03:10PM","04:30","LIB","41"
"course","20635","HIST","367","S01","Gender and History","1.0","Dirks","T-Th","01:10PM","02:30","ELIOT","414"
"course","20636","HIST","367","S02","Gender and History","1.0","Dirks","T-Th","02:40PM","04:00","ELIOT","414"
"course","10650","HIST","369","F","American Slavery","1.0","Iaccarino","M-W","03:10PM","04:30","VOLLUM","126"
"course","20637","HIST","384","S01","Mexico: Indepdence toRevolutn","1.0","Garrett","M-W","03:10PM","04:30","VOLLUM","228"
"course","20638","HIST","384","S02","Mexico: Indepdence toRevolutn","1.0","Garrett","T-Th","09:00AM","10:20","VOLLUM","228"
"course","10651","HIST","386","F","Mexico  and  the Spanish Conquest","1.0","Garrett","T-Th","09:00AM","10:20","VOLLUM","228"
"course","10800","HIST","386","F02","Mexico  and  the Spanish Conquest","1.0","Garrett","T-Th","10:30AM","11:50","VOLLUM","134"
"course","10490","HIST","393","F","Ancient History: Rome","1.0","Kelly","M-W","03:10PM","04:30","VOLLUM","120"
"course","20489","HIST","394","S","Specl Topics in Roman History","1.0","Kelly","M-W","03:10PM","04:30","VOLLUM","120"
"course","10652","HIST","411","F","Jun Sem: Depression Era U.S.","1.0","Dirks","T-Th","02:40PM","04:00","ELIOT","123"
"course","10579","ANTH","211","F03","Introduction to Anthropology","1.0","Stasch","T-Th","10:30AM","11:50","VOLLUM","116"
"course","20462","ART","201","S02","Introduction to Art History","1.0","Diebold","T-Th","10:30AM","11:50","LIB","41"
"course","20639","HIST","412","S","Sem: Comty, Auth, Cult15-1700","1.0","Sacks","T-Th","10:30AM","11:50","VOLLUM","134"
"course","10072","HUM","110","Y","West Humanities: Greece  and Rome","0.0","King","M-W-F","09:00AM","09:50","VOLLUM","VLH"
"course","10148","HUM","110","Y01","West Humanities: Greece  and Rome","0.0","Arnold","M-W-F","10:00AM","10:50","ELIOT","121"
"course","10149","HUM","110","Y02","West Humanities: Greece  and Rome","0.0","Drumm","M-W-F","10:00AM","10:50","ELIOT","123"
"course","10150","HUM","110","Y03","West Humanities: Greece  and Rome","0.0","Englert","M-W-F","10:00AM","10:50","ELIOT","126"
"course","10151","HUM","110","Y04","West Humanities: Greece  and Rome","0.0","Sherman","M-W-F","10:00AM","10:50","ELIOT","317"
