"","lon","lat"
"1140",-99.9018131,31.9685988
"1141",9.266705,45.5003088
"1143",23.3218675,42.6977082
"1144",-122.4194155,37.7749295
"1147",-118.2436849,34.0522342
"1148",-83.7802214,42.5294773
"1149",9.501785,56.26392
"1150",-119.4179324,36.778261
"1151",-118.2436849,34.0522342
"1152",-73.9202391,41.6002842
"1153",-74.0059413,40.7127837
"1154",-73.087749,41.6032207
"1155",-118.1445155,34.1477849
"1156",-79.9958864,40.4406248
"1157",12.56738,41.87194
"1158",-83.753428,9.748917
"1159",-9.3816589,38.8028687
"1160",-99.9018131,31.9685988
"1161",-77.0368707,38.9071923
"1162",-99.9018131,31.9685988
"1164",-94.6858998,46.729553
"1165",-95.712891,37.09024
"1166",-74.0059413,40.7127837
"1167",-83.3527097,42.36837
"1168",-79.3831843,43.653226
"1169",-79.3831843,43.653226
"1170",-95.617846,30.096727
"1171",-105.097844,39.6304329
"1172",-93.2197005,45.3292832
"1173",-95.712891,37.09024
"1174",119.4327314,-5.1476651
"1175",-74.0059413,40.7127837
"1176",10.89779,48.3705449
"1177",-35.200916,-5.7792569
"1178",-85.6023643,44.3148443
"1179",-84.366996,33.754116
"1180",-79.4115158,43.6651809
"1181",2.3522219,48.856614
"1182",-96.4980424,33.1801161
"1183",-71.2190578,42.0334565
"1185",144.963056,-37.813611
"1186",-74.0059413,40.7127837
"1187",-90.5776367,41.5236437
"1188",-96.7969879,32.7766642
"1189",-0.370679,49.182863
"1193",55.166667,25.216667
"1194",-43.1728965,-22.9068467
"1195",-63.616672,-38.416097
"1196",-122.3256608,47.6797182
"1198",-71.6884912,-35.5183364
"1200",-81.5215093,40.7967244
"1202",-81.7512107,41.4301349
"1206",-117.9686755,33.9930677
"1209",47.481766,29.31166
"1211",174.7633315,-36.8484597
"1212",-71.0819042,42.3473046
"1213",174.7633315,-36.8484597
"1214",136.5085883,34.7302829
"1216",-78.6568942,37.4315734
"1217",-74.4056612,40.0583238
"1219",-84.3879824,33.7489954
"1220",-93.2228069,44.0906315
"1221",-97.396381,27.8005828
"1222",78.96288,20.593684
"1223",-71.0588801,42.3600825
"1224",-78.9228978,35.0857393
"1226",-71.4128343,41.8239891
"1228",-106.346771,56.130366
"1230",-74.0059413,40.7127837
"1231",-104.990251,39.7392358
"1233",-78.4727976,42.5300624
"1234",113.921327,-0.789275
"1235",-77.1945247,41.2033216
"1236",-84.3879824,33.7489954
"1237",-93.6091064,41.6005448
"1238",-122.6554588,45.5231978
"1239",-80.1289321,26.3683064
"1240",-70.1807462,44.08642
"1241",-94.503122,37.077469
"1242",101.686855,3.139003
"1243",-95.3698028,29.7604267
"1246",-90.0715323,29.9510658
"1247",-92.2895948,34.7464809
"1248",12.354722,7.369722
"1249",-66.6431151,45.9635895
"1251",-121.941566,37.3804088
"1252",7.02158,50.9317218
"1253",-74.8062648,7.6056826
"1255",75.7138884,15.3172775
"1256",-121.4943996,38.5815719
"1257",-74.0059413,40.7127837
"1259",-0.1869644,5.6037168
"1261",-74.4056612,40.0583238
"1262",-87.0738851,20.6295586
"1264",-76.1474244,43.0481221
"1265",-119.4179324,36.778261
"1266",-3.435973,55.378051
"1267",-110.3625658,46.8796822
"1269",-98.2377114,26.2431847
"1270",-78.183406,-1.831239
"1272",-72.558135,42.853053
"1273",-91.9623327,30.9842977
"1274",-73.8648268,40.8447819
"1275",-83.7823938,31.9635074
"1276",-59.0243784,-27.4257175
"1277",104.195397,35.86166
"1278",106.845599,-6.2087634
"1280",-118.3215482,34.1341151
"1281",-80.1917902,25.7616798
"1284",-71.542969,-35.675147
"1287",-111.0937311,34.0489281
"1288",-1.1743197,52.3555177
"1289",-111.0937311,34.0489281
"1290",17.0385376,51.1078852
"1291",-92.2895948,34.7464809
"1292",-97.7430608,30.267153
"1293",-71.0588801,42.3600825
"1294",-99.1712821,19.4121597
"1295",-106.4850217,31.7618778
"1297",-95.3698028,29.7604267
"1298",-75.1196199,39.9259463
"1300",4.469936,50.503887
"1301",-2.094278,57.149717
"1302",-4.251806,55.864237
"1303",-1.1397592,52.6368778
"1304",-85.6023643,44.3148443
"1306",-81.1637245,33.836081
"1307",-78.6381787,35.7795897
"1309",101.686855,3.139003
"1310",-74.0059413,40.7127837
"1311",-4.251806,55.864237
"1312",-105.7820674,39.5500507
"1313",-99.9018131,31.9685988
"1314",-81.4498717,37.2232316
"1315",-118.4911912,34.0194543
"1316",-123.1207375,49.2827291
"1317",-2.9915726,53.4083714
"1318",-119.7725868,36.7468422
"1319",-82.9987942,39.9611755
"1320",-85.5514237,43.2233604
"1321",-73.9970307,40.7157509
"1322",-112.84184,49.69349
"1324",-117.8311428,33.7174708
"1326",-75.1648579,39.9490779
"1330",8.468946,60.472024
"1331",-87.6297982,41.8781136
"1332",-74.0059413,40.7127837
"1333",-108.5567,37.34923
"1334",10.451526,51.165691
"1335",-97.7430608,30.267153
"1336",-118.390279,34.067432
"1337",-99.9018131,43.9695148
"1338",-77.1067698,38.8799697
"1341",72.8798441,19.115692
"1342",106.6527099,-6.2023936
"1343",-114.7420408,44.0682019
"1344",-77.1945247,41.2033216
"1345",-119.7725868,36.7468422
"1346",-105.1685977,39.9527634
"1347",39.5691841,24.5246542
"1348",-79.8711024,43.2557206
"1349",-97.3307658,32.7554883
"1350",-77.216339,38.927775
"1351",-4.2026458,56.4906712
"1352",20.5843112,49.0202097
"1353",-99.9018131,31.9685988
"1354",-81.5190053,41.0814447
"1355",-79.953926,39.626669
"1356",-73.9441579,40.6781784
"1357",-97.5086408,25.9434615
"1358",-83.0457538,42.331427
"1360",-84.3879824,33.7489954
"1361",-95.712891,37.09024
"1362",-82.1811947,28.2336196
"1363",-119.4179324,36.778261
"1364",-84.2122434,36.4578953
"1365",-99.9018131,31.9685988
"1366",-90.1994042,38.6270025
"1367",-73.087749,41.6032207
"1369",-71.3824374,42.4072107
"1370",-77.0368707,38.9071923
"1371",-71.0588801,42.3600825
"1372",9.1859243,45.4654219
"1373",78.96288,20.593684
"1374",-94.5672342,38.9277072
"1375",-90.1994042,38.6270025
"1376",-82.9000751,32.1656221
"1377",-75.1652215,39.9525839
"1378",-102.552784,23.634501
"1379",69.345116,30.375321
"1380",-0.1277583,51.5073509
"1381",6.642433,36.360155
"1382",-85.7077266,32.430237
"1384",-77.7905339,35.9382103
"1385",-97.5164276,35.4675602
"1388",-84.3879824,33.7489954
"1389",-89.4311847,30.4692015
"1390",-92.1053864,37.8287218
"1391",-95.712891,37.09024
"1392",144.963056,-37.813611
"1393",-84.3879824,33.7489954
"1395",-86.5804473,35.5174913
"1396",-111.962409,33.406366
"1397",-118.3556089,34.1178893
"1398",106.822745,-6.1744651
"1399",-80.1385979,25.9276597
"1400",-95.9979883,41.2523634
"1401",-98.2300124,26.2034071
"1402",-71.636864,43.3243931
"1404",106.822745,-6.1744651
"1405",-91.8318334,37.9642529
"1406",-74.4056612,40.0583238
"1407",-97.7430608,30.267153
"1408",-84.3879824,33.7489954
"1409",-84.3879824,33.7489954
"1410",151.2092955,-33.8688197
"1411",-84.3879824,33.7489954
"1412",-84.3879824,33.7489954
"1413",5.810984,51.0340446
"1414",-84.3879824,33.7489954
"1415",-87.6297982,41.8781136
"1416",-79.532157,43.8169837
"1417",-75.2424229,39.8743959
"1418",-95.712891,37.09024
"1419",-85.6023643,44.3148443
"1420",-71.4774291,41.5800945
"1421",-119.4179324,36.778261
"1422",-81.5157535,27.6648274
"1423",-97.7430608,30.267153
"1424",-73.7948516,40.7282239
"1425",-73.087749,41.6032207
"1427",-73.9757026,40.7497769
"1428",-95.712891,37.09024
"1429",-118.856004,34.216442
"1430",113.921327,-0.789275
"1431",-87.4118812,39.4414549
"1432",107.7607951,-6.5622888
"1433",-85.5321154,37.3351045
"1435",144.963056,-37.813611
"1436",-73.087749,41.6032207
"1437",-85.3232139,51.253775
"1438",-87.771964,41.909611
"1439",-97.7430608,30.267153
"1440",-95.3698028,29.7604267
"1441",-95.712891,37.09024
"1442",-73.2103934,40.7298207
"1443",-87.7115658,41.9138194
"1444",-149.5680499,61.3293186
"1445",-71.2478251,42.0653812
"1447",-95.4799418,30.4249276
"1448",-103.2310149,44.0805434
"1449",-83.860493,33.5967091
"1450",133.775136,-25.274398
"1452",-105.2705456,40.0149856
"1453",-2.96083,53.4308294
"1454",-102.4107493,34.2331373
"1456",-81.1637245,33.836081
"1457",-106.346771,56.130366
"1460",-85.6680863,42.9633599
"1461",-77.0402315,38.851242
"1462",-84.5120196,39.1031182
"1464",-71.0588801,42.3600825
"1465",-118.0840212,33.728714
"1466",-122.4194155,37.7749295
"1467",-78.8696131,42.8895784
"1468",-83.9879625,33.9562149
"1470",-74.0059413,40.7127837
"1472",-0.1277583,51.5073509
"1474",-118.2436849,34.0522342
"1475",-97.1080656,32.735687
"1476",-82.9000751,32.1656221
"1477",-106.1020263,28.660437
"1478",-74.0059413,40.7127837
"1479",138.252924,36.204824
"1480",153.1932534,-28.6104322
"1481",-95.5377215,29.6185669
"1482",-94.8982955,29.3954999
"1483",-77.2200841,39.1433077
"1485",-97.5201797,35.4694118
"1487",-97.0442981,32.7865891
"1490",-73.5831835,40.6576022
"1492",-74.0059413,40.7127837
"1494",-118.2470443,34.0724224
"1495",-118.2436849,34.0522342
"1499",-0.1585385,51.5237715
"1500",-106.346771,56.130366
"1502",-93.7501789,32.5251516
"1503",-99.9018131,31.9685988
"1504",-106.4850217,31.7618778
"1506",-111.8568586,31.8500823
"1507",-117.8311428,33.7174708
"1510",103.7618154,1.4853682
"1511",-86.3442107,34.3614336
"1512",-82.0105148,33.4734978
"1513",-113.4909267,53.544389
"1515",-78.6568942,37.4315734
"1516",-79.8583721,36.5768046
"1517",-86.3442107,34.3614336
"1518",-78.922838,35.0852159
"1519",-111.8910474,40.7607793
"1520",-121.4943996,38.5815719
"1521",-82.9000751,32.1656221
"1522",-48.374721,-1.3642722
"1523",-74.4056612,40.0583238
"1524",-84.3879824,33.7489954
"1525",100.992541,15.870032
"1526",-98.7481167,36.7181862
"1527",-5.8462557,54.634447
"1528",-93.2777226,44.7677424
"1529",-120.5542012,43.8041334
"1530",-95.2352501,38.9716689
"1531",-95.712891,37.09024
"1532",-73.9202391,41.6002842
"1533",-82.457099,38.4278605
"1534",-95.712891,37.09024
"1536",-71.3405513,44.077229
"1538",-122.2566367,38.1040864
"1539",-71.3824374,42.4072107
"1540",-118.1164613,34.5794343
"1541",-73.986652,40.7315089
"1542",-0.1850596,51.4113749
"1543",-73.7206,40.7095295
"1544",-102.4107493,34.2331373
"1545",-71.0588801,42.3600825
"1546",-80.1917902,25.7616798
"1549",-8.4265071,41.5454714
"1551",-99.9018131,31.9685988
"1552",10.89779,48.3705449
"1553",-2.2426305,53.4807593
"1555",-3.7033725,40.4162883
"1558",-7.8627308,38.0153039
"1560",-100.3161126,25.6866142
"1561",74.2179326,27.0238036
"1564",-118.2436849,34.0522342
"1565",-94.525958,45.3341466
"1566",76.085601,29.0587757
"1568",3.876716,43.610769
"1569",-77.0368707,38.9071923
"1570",2.213749,46.227638
"1571",-99.9018131,31.9685988
"1572",-1.829833,52.4750743
"1573",-74.0059413,40.7127837
"1574",-81.8691228,28.7391313
"1576",-0.1277583,51.5073509
"1577",-106.346771,56.130366
"1578",6.1552165,52.2660751
"1579",-74.0059413,40.7127837
"1580",-67.7939057,47.065878
"1582",28.0473051,-26.2041028
"1585",-82.3940104,34.8526176
"1586",-86.902298,32.3182314
"1587",-86.7483318,34.6992579
"1588",2.5280732,49.6636127
"1590",-2.2426305,53.4807593
"1591",-97.092877,35.0077519
"1592",-74.3118212,41.8586493
"1593",-74.0059413,40.7127837
"1594",-95.3698028,29.7604267
"1595",-81.120805,44.582304
"1598",-73.9757635,40.6821487
"1599",121.774017,12.879721
"1600",145.7780548,-16.9185514
"1601",-86.1349019,40.2671941
"1602",0.4685497,51.7355868
"1603",-71.0994968,42.3875968
"1604",-83.5176698,42.4993551
"1605",113.921327,-0.789275
"1606",-1.479726,53.55263
"1607",-71.9129806,43.872129
"1608",21.0122287,52.2296756
"1609",-4.019337,55.862241
"1610",-82.4542632,27.0997775
"1611",-97.678896,30.5082551
"1612",-8.1096142,54.653827
"1613",-123.133569,49.1665898
"1614",-95.712891,37.09024
"1615",-104.7925253,38.785677
"1616",-100.5247435,40.6269856
"1619",-49.267137,-25.4289541
"1620",26.1595761,-29.085214
"1621",10.451526,51.165691
"1623",-77.0368707,38.9071923
"1624",-90.3074646,29.4737142
"1626",-118.2436849,34.0522342
"1627",-77.1945247,41.2033216
"1628",150.6465594,-33.9085523
"1630",-94.361916,45.9670161
"1631",-122.3127747,47.667344
"1632",-72.9106202,41.5083668
"1634",-79.3898585,43.67
"1635",-90.0715323,29.9510658
"1636",-91.9623327,30.9842977
"1637",106.8060388,-6.5971469
"1638",-84.3879824,33.7489954
"1639",-95.712891,37.09024
"1640",-51.92528,-14.235004
"1641",-44.5550308,-18.512178
"1643",-118.2436849,34.0522342
"1644",-122.2011075,40.1998777
"1645",103.819836,1.352083
"1646",-99.9018131,31.9685988
"1647",-98.4936282,29.4241219
"1649",-84.3879824,33.7489954
"1650",-81.4726487,28.4729472
"1652",-96.7969879,32.7766642
"1653",-78.7811169,35.79154
"1655",-112.5837766,33.3703197
"1656",-71.4774291,41.5800945
"1657",-99.9018131,31.9685988
"1658",-71.0588801,42.3600825
"1659",-0.0293396,51.5202607
"1660",-112.0740373,33.4483771
"1661",-71.0588801,42.3600825
"1662",-119.4179324,36.778261
"1663",-115.292002,36.160624
"1666",-51.92528,-14.235004
"1667",19.699024,48.669026
"1668",-72.8069247,41.2788808
"1669",-95.712891,37.09024
"1670",-71.0588801,42.3600825
"1674",-79.0192997,35.7595731
"1675",-95.712891,37.09024
"1676",-88.938636,30.459235
"1677",12.56738,41.87194
"1678",-122.4194155,37.7749295
"1679",-84.3879824,33.7489954
"1681",-73.6742323,40.7422572
"1683",-118.2436849,34.0522342
"1684",-102.348366,31.875925
"1685",28.9783589,41.0082376
"1686",2.213749,46.227638
"1687",115.66283,-2.2179704
"1688",-78.8732202,34.150434
"1689",-82.907123,40.4172871
"1690",-71.0588801,42.3600825
"1691",-73.212072,44.4758825
"1692",12.453389,41.902916
"1693",-58.443832,-23.442503
"1695",-117.9186689,33.6411316
"1696",-95.712891,37.09024
"1697",-85.6023643,44.3148443
"1698",-70.8226541,43.9653889
"1700",5.8372264,51.8125626
"1702",-99.9018131,31.9685988
"1704",-94.1975786,41.0284183
"1705",12.56738,41.87194
"1706",2.3522219,48.856614
"1707",-91.9623327,30.9842977
"1708",-105.2705456,40.0149856
"1710",-81.1637245,33.836081
"1711",47.481766,29.31166
"1712",-77.0368707,38.9071923
"1714",69.345116,30.375321
"1717",27.5615244,53.9045398
"1719",15.472962,49.817492
"1720",10.9097607,45.9268706
"1722",78.96288,20.593684
"1727",-76.535758,3.45246
"1729",2.3990819,48.9320252
"1732",-51.92528,-14.235004
"1733",-97.6779842,30.6332618
"1734",-80.4831917,43.450301
"1735",18.643501,60.128161
"1736",-95.712891,37.09024
"1737",-75.1652215,39.9525839
"1739",-74.0059413,40.7127837
"1740",-86.7816016,36.1626638
"1742",-58.017434,-31.3913921
"1744",14.705431,36.9306215
"1745",-75.6971931,45.4215296
"1747",-99.1578917,19.4247338
"1749",-119.4179324,36.778261
"1750",-114.0708459,51.0486151
"1751",-2.214865,53.5215991
"1752",115.8604572,-31.9505269
"1753",-123.1207375,49.2827291
"1754",14.2681244,40.8517746
"1755",-51.92528,-14.235004
"1756",-82.7368616,42.6811436
"1757",-55.765835,-32.522779
"1758",144.963056,-37.813611
"1759",-90.1994042,38.6270025
"1760",2.213749,46.227638
"1761",-77.1945247,41.2033216
"1762",-79.3871212,43.645266
"1763",13.404954,52.5200066
"1764",1.858686,50.95129
"1765",-77.1772604,38.9338676
"1766",-75.9097765,45.347531
"1767",-95.712891,37.09024
"1768",-0.1277583,51.5073509
"1769",-96.7969879,32.7766642
"1770",-72.6506488,41.5623209
"1772",10.2712297,43.8516258
"1773",-75.6971931,45.4215296
"1774",-2.4361056,53.4127198
"1775",-86.9080655,40.4258686
"1776",-117.7946942,33.6839473
"1777",-43.1728965,-22.9068467
"1778",-99.9018131,31.9685988
"1780",-86.5263857,39.165325
"1781",-76.6412712,39.0457549
"1784",-86.2519898,41.6763545
"1788",8.2722569,50.4859255
"1789",-0.1277583,51.5073509
"1790",-115.1398296,36.1699412
"1792",-73.9908163,40.7571517
"1794",-82.8670839,34.1112226
"1795",-96.7142613,33.1320826
"1796",-74.0059413,40.7127837
"1797",1.73252,44.075931
"1798",-118.2436849,34.0522342
"1799",-77.0037735,39.0999011
"1800",-87.2169149,30.421309
"1801",-95.3698028,29.7604267
"1803",-82.9000751,32.1656221
"1804",-74.0059413,40.7127837
"1805",-95.712891,37.09024
"1806",-98.4936282,29.4241219
"1808",-73.9875768,40.7556397
"1810",7.4656896,9.0631792
"1811",-94.2088172,36.3728538
"1812",-89.3985283,40.6331249
"1814",-84.3640829,33.7589188
"1815",-111.8910474,40.7607793
"1816",-83.8285375,39.4453393
"1817",-71.2825493,41.7303793
"1818",-92.1040796,46.7207737
"1819",77.2764329,28.6906285
"1820",78.96288,20.593684
"1821",-71.0588801,42.3600825
"1822",-82.4571776,27.950575
"1823",72.8776559,19.0759837
"1824",78.486671,17.385044
"1825",-86.1636149,39.7642677
"1826",-123.1207375,49.2827291
"1827",-78.8783689,42.8864468
"1828",-118.2436849,34.0522342
"1829",28.2292712,-25.7478676
"1830",-70.250557,43.656721
"1831",-80.1917902,25.7616798
"1832",-8.6291053,41.1579438
"1833",-51.92528,-14.235004
"1834",-71.3128285,41.4901024
"1835",-87.6297982,41.8781136
"1836",-72.0333905,42.0751065
"1837",-73.9918181,40.7637581
"1838",-118.2436849,34.0522342
"1842",-71.323961,43.733949
"1843",-79.532157,43.8169837
"1844",-98.2640192,30.616771
"1845",-74.0059413,40.7127837
"1847",-121.4806544,38.5770787
"1848",-71.542969,-35.675147
"1849",-79.3831843,43.653226
"1850",-90.841553,43.851721
"1851",-80.4549026,38.5976262
"1853",-74.0059413,40.7127837
"1855",-119.4179324,36.778261
"1856",12.4963655,41.9027835
"1857",-97.297108,33.087567
"1858",-93.3940436,31.3333355
"1860",25.748151,61.92411
"1861",-118.2436849,34.0522342
"1862",-63.616672,-38.416097
"1863",88.1559741,26.646384
"1865",-83.753428,9.748917
"1867",-101.8144042,41.278454
"1868",-84.4132594,33.5726113
"1869",-43.1728965,-22.9068467
"1870",-74.0059413,40.7127837
"1871",-61.370976,15.414999
"1872",-95.712891,37.09024
"1874",-71.3824374,42.4072107
"1875",-119.0187125,35.3732921
"1877",-80.1917902,25.7616798
"1878",-118.2380432,33.9386361
"1879",133.775136,-25.274398
"1881",-122.2913078,37.8271784
"1882",-119.4179324,36.778261
"1883",-74.0323626,40.7439905
"1884",-118.3286614,34.0928092
"1885",-79.532157,43.8169837
"1886",-106.346771,56.130366
"1888",-110.9632373,41.2682794
"1893",-84.2807329,30.4382559
"1894",-82.3248262,29.6516344
"1895",-109.3567638,32.2807454
"1896",-117.0844733,33.706966
"1897",-73.9441579,40.6781784
"1898",-51.92528,-14.235004
"1899",-85.6023643,44.3148443
"1900",-76.1299238,43.1347897
"1901",-84.3879824,33.7489954
"1902",-83.9811014,34.1140497
"1904",-98.4936282,29.4241219
"1905",-95.712891,37.09024
"1906",-73.9870662,40.752606
"1907",-51.92528,-14.235004
"1910",-102.4107493,34.2331373
"1911",-149.0729715,62.4113634
"1913",-79.532157,43.8169837
"1914",22.2666303,60.4518126
"1915",-71.0588801,42.3600825
"1916",-87.6297982,41.8781136
"1917",-71.0588801,42.3600825
"1918",-117.1610838,32.715738
"1919",-122.3320708,47.6062095
"1920",-87.6297982,41.8781136
"1922",-99.456155,30.0945305
"1923",-70.2962408,41.6687897
"1924",-0.1277583,51.5073509
"1926",-57.6885751,49.0117375
"1927",150.830568,-34.0516761
"1928",-82.4571776,27.950575
"1929",-97.330053,37.6871761
"1930",-106.346771,56.130366
"1932",-79.9310512,32.7764749
"1934",-83.0449347,42.9205842
"1936",-81.5157535,27.6648274
"1937",-1.5490774,53.8007554
"1938",-0.1869644,5.6037168
"1939",85.8193357,20.3085674
"1940",-1.470085,53.381129
"1941",-118.4730494,33.9879494
"1942",133.775136,-25.274398
"1943",-75.1640587,39.948826
"1947",118.796877,32.060255
"1948",-95.712891,37.09024
"1949",145.7777379,-41.0496656
"1950",-84.3879824,33.7489954
"1952",-74.0059413,40.7127837
"1956",-118.6614809,34.1367208
"1957",-117.1610838,32.715738
"1960",-80.6853433,37.1056784
"1961",-112.4455344,42.8713032
"1962",-82.3915121,34.4465018
"1963",-74.0059413,40.7127837
"1966",-73.9441579,40.6781784
"1968",-79.9958864,40.4406248
"1969",-102.4126264,34.8317071
"1970",-74.0059413,40.7127837
"1971",-79.2902133,43.0581645
"1972",-97.4069387,35.4632639
"1973",25.5207358,-33.7139247
"1975",-95.712891,37.09024
"1976",75.818674,26.9246438
"1979",-123.1059282,44.6365107
"1980",-76.6019125,39.4014955
"1982",-99.9018131,41.4925374
"1983",-120.7401386,47.7510741
"1985",-111.0937311,34.0489281
"1986",-112.0740373,33.4483771
"1987",-76.2710833,-12.2720956
"1988",-97.1436254,34.1742611
"1990",-74.0059413,40.7127837
"1991",-118.19925,34.1159867
"1992",-2.13125,49.214439
"1993",-117.7903334,34.0525193
"1995",4.8951679,52.3702157
"1996",-3.435973,55.378051
"1997",-86.5804473,35.5174913
"1998",-120.7401386,47.7510741
"2000",-74.07701,40.9262762
"2001",-88.0118473,41.7435073
"2002",-102.552784,23.634501
"2003",-83.985,42.43472
"2006",-89.9836611,30.0289167
"2007",-77.4291298,39.0066993
"2008",-70.162651,18.735693
"2009",-96.7969879,32.7766642
"2010",-117.7946942,33.6839473
"2011",-111.9400054,33.4255104
"2014",-89.704724,30.4879565
"2015",-71.0588801,42.3600825
"2016",-121.9140073,47.6478787
"2017",-78.6568942,37.4315734
"2018",-118.2436849,34.0522342
"2019",151.2092955,-33.8688197
"2020",-0.1230681,51.4571477
"2021",-77.0584972,38.9349307
"2023",-74.0059413,40.7127837
"2024",-72.9278835,41.308274
"2026",119.4131702,-5.1568868
"2027",-121.8863286,37.3382082
"2028",-86.3566659,40.7544843
"2030",-91.8318334,37.9642529
"2031",-3.435973,55.378051
"2032",-119.4179324,36.778261
"2033",-121.9499568,37.2871651
"2035",-74.4056612,40.0583238
"2036",-80.244216,36.0998596
"2037",-89.5031045,43.074868
"2038",-117.1610838,32.715738
"2039",-75.1652215,39.9525839
"2040",-2.715974,52.056398
"2041",-74.4056612,40.0583238
"2042",-74.0059413,40.7127837
"2043",-74.4056612,40.0583238
"2044",-83.1338214,42.680588
"2045",-79.9958864,40.4406248
"2046",-77.1945247,41.2033216
"2047",-105.7820674,39.5500507
"2048",-87.673419,41.9504854
"2049",-122.6764816,45.5230622
"2050",-156.3319253,20.7983626
"2051",-77.0368707,38.9071923
"2052",-87.6297982,41.8781136
"2053",151.2092955,-33.8688197
"2054",18.0685808,59.3293235
"2055",-76.5032996,40.109818
"2056",-80.1917902,25.7616798
"2057",-74.0298621,40.8762106
"2058",-70.6692655,-33.4488897
"2059",-77.1945247,41.2033216
"2060",-99.9018131,31.9685988
"2062",-81.5157535,27.6648274
"2063",-81.617102,41.132834
"2064",-80.1300455,25.790654
"2066",-85.6023643,44.3148443
"2067",105.8341598,21.0277644
"2068",-95.3698028,29.7604267
"2069",-84.5120196,39.1031182
"2070",-95.712891,37.09024
"2071",-78.873127,42.8968022
"2072",-103.416501,20.6719563
"2073",-0.1277583,51.5073509
"2074",-87.6297982,41.8781136
"2075",-76.6412712,39.0457549
"2076",-85.3096801,35.0456297
"2078",-97.9578128,34.5023028
"2081",-8.6291053,41.1579438
"2083",-81.190358,28.647895
"2084",-97.7430608,30.267153
"2087",27.142826,38.423734
"2088",-122.4194155,37.7749295
"2089",-83.985,42.43472
"2090",-119.8138027,39.5296329
"2091",-112.259321,33.4500425
"2092",-106.346771,56.130366
"2094",-3.7037902,40.4167754
"2096",-108.5567,37.34923
"2097",-2.970721,56.462018
"2098",-8.224454,39.399872
"2099",-119.4179324,36.778261
"2101",-71.0588801,42.3600825
"2102",-81.7728543,28.5494447
"2103",-77.0494979,38.9103862
"2104",133.775136,-25.274398
"2105",-76.6412712,39.0457549
"2106",-46.7919978,-23.5328871
"2107",-71.0588801,42.3600825
"2108",-71.0554052,42.3643104
"2110",-72.6128339,41.7634219
"2111",-71.0588801,42.3600825
"2112",-71.0588801,42.3600825
"2114",-71.0588801,42.3600825
"2115",-81.2287397,29.5543763
"2116",-85.3096801,35.0456297
"2117",-114.279453,51.193802
"2118",-82.5514869,35.5950581
"2119",-0.418833,44.760292
"2121",-71.0328284,42.3917638
"2123",-71.315505,41.4864899
"2124",-84.3879824,33.7489954
"2125",-81.0348144,34.0007104
"2126",-92.2670941,34.769536
"2127",-105.089979,39.765402
"2128",-7.6920536,53.1423672
"2130",-79.8953328,40.8611755
"2132",-84.380956,33.9143169
"2133",-74.0059413,40.7127837
"2134",-77.264775,38.9370387
"2135",-120.7401386,47.7510741
"2136",-70.8226541,43.9653889
"2137",-97.1466695,31.549333
"2138",-122.4194155,37.7749295
"2139",-110.9647997,30.6290675
"2140",-73.4206529,40.8607612
"2141",138.6008825,-34.9247303
"2142",-71.2643465,42.0909458
"2143",-95.712891,37.09024
"2144",-118.2611082,33.8643414
"2146",-81.4401129,41.3125552
"2147",-83.9811014,34.1140497
"2148",15.2551187,54.5259614
"2149",-79.532157,43.8169837
"2150",-77.6109219,43.16103
"2151",-86.158068,39.768403
"2152",-79.3831843,43.653226
"2153",-98.8705717,30.2743349
"2154",-86.1349019,40.2671941
"2155",-118.2436849,34.0522342
"2156",-96.8463728,32.7253267
"2157",-97.1416768,32.5631924
"2158",-74.0021511,40.6188134
"2159",-81.6943605,41.49932
"2160",-75.1652215,39.9525839
"2161",-71.5723953,43.1938516
"2162",-115.1398296,36.1699412
"2163",-87.6235719,41.8802802
"2165",-4.2026458,56.4906712
"2166",-93.284554,44.937909
"2168",-97.2155596,31.3865592
"2169",-92.2895948,34.7464809
"2170",36.3498097,36.4018488
"2171",-118.2436849,34.0522342
"2172",-81.5157535,27.6648274
"2173",-74.0059413,40.7127837
"2174",-0.1277583,51.5073509
"2175",-75.1667929,39.9541164
"2178",-83.179917,42.430834
"2179",7.1619719,46.8064773
"2180",-111.0937311,34.0489281
"2181",-123.0867536,44.0520691
"2182",133.775136,-25.274398
"2183",-75.2207323,40.688432
"2184",-85.7584557,38.2526647
"2185",-93.097702,41.8780025
"2186",-77.0368707,38.9071923
"2187",-94.7151865,39.0228485
"2188",-70.3002024,41.7003208
"2189",-70.9811334,42.3778173
"2190",-83.2396612,42.7844752
"2191",-118.2436849,34.0522342
"2192",-114.0168895,51.1250608
"2193",-0.1277583,51.5073509
"2194",-3.435973,55.378051
"2195",-117.1610838,32.715738
"2196",-74.0059413,40.7127837
"2197",-74.4056612,40.0583238
"2198",-71.3824374,42.4072107
"2199",-84.8413056,33.9244531
"2200",-122.4247355,40.9443161
"2201",-8.4863157,51.8968917
"2202",-74.0059413,40.7127837
"2203",-80.1917902,25.7616798
"2204",-2.2426305,53.4807593
"2205",-96.7969879,32.7766642
"2206",-71.3824374,42.4072107
"2207",-122.3320708,47.6062095
"2208",-84.3879824,33.7489954
"2209",-95.3698028,29.7604267
"2210",-74.0059413,40.7127837
"2212",-89.3985283,32.3546679
"2213",-76.6121893,39.2903848
"2214",-71.396725,42.0834313
"2215",-122.539846,47.0042643
"2217",-97.092877,35.0077519
"2218",-71.0588801,42.3600825
"2220",-79.9958864,40.4406248
"2221",-121.8863286,37.3382082
