"","lon","lat"
"2222",-79.1525349,40.6214551
"2223",-82.4075935,27.7730836
"2224",-74.0059413,40.7127837
"2226",-58.8306349,-27.4692131
"2228",-118.3286614,34.0928092
"2229",-51.2176584,-30.0346471
"2232",-3.435973,55.378051
"2233",-95.712891,37.09024
"2234",-112.0740373,33.4483771
"2235",-76.6412712,39.0457549
"2236",-2.13125,49.214439
"2237",-81.7948103,26.1420358
"2238",-82.0453664,26.9297836
"2239",-93.2650108,44.977753
"2240",-73.681742,40.586416
"2242",-85.6602058,30.1588129
"2244",-71.0969415,42.3730594
"2245",-117.8903397,34.0900091
"2246",-95.712891,37.09024
"2249",-86.2203313,43.084462
"2250",-117.9242966,33.8703596
"2252",-121.8374777,39.7284944
"2254",-95.712891,37.09024
"2256",-4.251806,55.864237
"2257",-93.1865258,45.0302104
"2258",-95.712891,37.09024
"2260",-71.0786653,42.5750939
"2261",-83.0457538,42.331427
"2262",-74.0059413,40.7127837
"2263",-2.369593,51.3791035
"2264",9.1859243,45.4654219
"2265",-83.0457538,42.331427
"2266",-115.1398296,36.1699412
"2267",-96.8737468,32.8275321
"2268",-73.988578,40.700359
"2269",-43.3750072,-22.972023
"2270",-118.2250725,33.9816812
"2271",-9.1393366,38.7222524
"2273",-49.267137,-25.4289541
"2276",-81.8691228,28.7391313
"2277",-51.92528,-14.235004
"2278",-4.2026458,56.4906712
"2279",-113.625642,53.6304753
"2280",-104.990251,39.7392358
"2281",-71.7615527,42.2560779
"2282",-84.4821719,42.701848
"2283",-96.3971233,33.9924186
"2284",-79.0192997,35.7595731
"2285",-90.0715323,29.9510658
"2287",-91.8318334,37.9642529
"2289",-74.3646122,41.4718145
"2291",-94.8441239,37.1692278
"2292",2.284601,49.141551
"2293",-82.9000751,32.1656221
"2294",-149.4936733,64.2008413
"2295",-78.7583432,37.8131025
"2296",-112.0740373,33.4483771
"2297",-118.2436849,34.0522342
"2300",-122.0838511,37.3860517
"2301",-84.8294211,9.9778439
"2302",-95.712891,37.09024
"2303",144.9497232,-37.3016566
"2306",-95.712891,37.09024
"2307",-71.0588801,42.3600825
"2309",-84.3883717,33.755711
"2310",-87.6297982,41.8781136
"2311",-95.712891,37.09024
"2312",-3.218134,51.578829
"2313",-97.3197503,32.8676983
"2314",-118.2436849,34.0522342
"2315",-89.0330567,31.2008497
"2316",-82.4571776,27.950575
"2317",-102.4342115,47.736992
"2318",-77.0368707,38.9071923
"2320",-117.2139232,33.5539143
"2321",-97.330053,37.6871761
"2322",-78.8783689,42.8864468
"2325",-84.3640829,33.7589188
"2326",-82.8274014,40.5492265
"2327",-80.1942628,25.7704554
"2328",25.48583,42.733883
"2329",-118.2436849,34.0522342
"2330",-87.6297982,41.8781136
"2331",126.9779692,37.566535
"2333",-74.4056612,40.0583238
"2334",-97.7430608,30.267153
"2335",78.96288,20.593684
"2336",-84.7996573,33.3806716
"2337",-118.2436849,34.0522342
"2338",8.8016937,53.0792962
"2340",-82.907123,40.4172871
"2341",-87.6297982,41.8781136
"2342",-81.2452768,42.9849233
"2343",-76.4730122,37.0870821
"2344",-82.6111984,28.0473658
"2345",-74.0059413,40.7127837
"2346",-3.435973,55.378051
"2350",-71.0588801,42.3600825
"2351",-122.9542972,46.7162136
"2352",-82.5514869,35.5950581
"2353",-74.2776468,40.6081591
"2354",-74.0059413,40.7127837
"2355",-118.2436849,34.0522342
"2356",-117.0445715,32.9401334
"2357",-71.3824374,42.4072107
"2359",-81.8543026,41.3661614
"2360",-71.0388601,42.3702137
"2362",-81.5157535,27.6648274
"2363",-79.9385035,32.7895038
"2364",-41.0098207,-20.674002
"2365",-70.0364404,12.5170398
"2366",-106.346771,56.130366
"2367",-71.5723953,43.1938516
"2368",-87.6297982,41.8781136
"2369",32.5825197,0.3475964
"2370",-95.4612625,30.1658207
"2371",-99.9018131,31.9685988
"2372",-77.1945247,41.2033216
"2375",-77.0368707,38.9071923
"2376",-87.6297982,41.8781136
"2377",-71.0772796,42.7762015
"2379",-90.0489801,35.1495343
"2382",-75.2420722,40.0548134
"2383",-0.1277583,51.5073509
"2384",-64.2839209,-36.6147573
"2385",-111.7710429,40.6566144
"2386",-96.3393366,30.6112262
"2387",-83.0457538,42.331427
"2388",-0.57918,44.837789
"2389",174.776236,-41.2864603
"2390",-86.1349019,40.2671941
"2391",-122.9573563,50.1163196
"2392",-71.542969,-35.675147
"2394",116.0734568,5.980408
"2395",-46.6333094,-23.5505199
"2396",-66.58973,6.42375
"2397",-85.6766897,38.1606607
"2398",-51.92528,-14.235004
"2399",-76.5009253,42.4135212
"2401",-43.1728965,-22.9068467
"2402",-51.92528,-14.235004
"2403",-60.0217314,-3.1190275
"2405",55.166667,25.216667
"2406",145.55,-35.933333
"2408",-71.3824374,42.4072107
"2409",-83.5615548,34.2528839
"2410",-94.2440865,31.9437799
"2411",-114.0708459,51.0486151
"2412",-121.530234,38.5804609
"2413",-43.1728965,-22.9068467
"2414",-80.2962555,26.007765
"2415",-0.1277583,51.5073509
"2416",-80.1917902,25.7616798
"2417",-71.0588801,42.3600825
"2418",-85.0235722,41.9272234
"2420",69.345116,30.375321
"2421",-51.92528,-14.235004
"2422",-51.92528,-14.235004
"2423",-122.4194155,37.7749295
"2424",-81.5157535,27.6648274
"2426",-82.9000751,32.1656221
"2427",151.2092955,-33.8688197
"2429",120.9842195,14.5995124
"2431",-117.7846975,33.6673384
"2432",-84.3879824,33.7489954
"2433",-1.85754,53.72702
"2434",-95.712891,37.09024
"2435",-86.6199957,36.3047735
"2436",-82.907123,40.4172871
"2437",-70.4367642,41.6172921
"2438",-71.0588801,42.3600825
"2439",-119.0187125,35.3732921
"2440",-69.4454689,45.253783
"2441",-2.8511476,40.7638835
"2443",-118.2436849,34.0522342
"2444",-76.6412712,39.0457549
"2445",-85.6680863,42.9633599
"2446",-90.0715323,29.9510658
"2447",-81.5157535,27.6648274
"2449",-79.5131983,43.6204946
"2450",-0.1277583,51.5073509
"2452",-118.656822,34.2012019
"2454",-1.5490774,53.8007554
"2455",-81.5157535,27.6648274
"2456",0.121817,52.205337
"2458",-79.0192997,35.7595731
"2459",-80.7423054,40.0161843
"2463",-70.162651,18.735693
"2465",-51.92528,-14.235004
"2466",-51.92528,-14.235004
"2470",-51.92528,-14.235004
"2472",-69.3354,-15.9254
"2473",-105.097844,39.6304329
"2474",-60.912713,14.704716
"2475",-51.92528,-14.235004
"2476",-1.7744841,51.5609724
"2477",-118.3286614,34.0928092
"2478",-82.9000751,32.1656221
"2479",-116.5765035,53.9332706
"2480",-92.4801989,44.0121221
"2482",-96.9861904,33.5799959
"2483",-71.542969,-35.675147
"2489",-89.3985283,32.3546679
"2490",-79.3831843,43.653226
"2492",-106.346771,56.130366
"2493",-95.712891,37.09024
"2494",-58.3815591,-34.6036844
"2496",-119.4179324,36.778261
"2497",-72.5778415,44.5588028
"2498",-87.6322642,41.8777321
"2499",35.243322,38.963745
"2500",-84.3879824,33.7489954
